-31.664,72.473,16.000
-31.477,72.034,16.000
-31.284,71.596,16.000
-31.085,71.158,16.000
-30.879,70.720,16.000
-30.667,70.283,16.000
-30.744,69.846,17.000
-32.217,69.385,17.000
-33.733,68.917,17.000
-35.252,68.428,17.000
-36.772,67.919,17.000
-38.293,67.388,17.000
-39.816,66.837,17.000
-41.339,66.265,17.000
-42.864,65.672,17.000
-44.390,65.059,17.000
-45.917,64.426,17.000
-47.444,63.772,17.000
-48.972,63.098,17.000
-50.499,62.404,17.000
-50.785,62.271,18.000
-50.108,62.583,18.000
-49.349,62.928,18.000
-48.586,63.270,18.000
-47.822,63.607,18.000
-47.059,63.939,18.000
-46.295,64.265,18.000
-45.531,64.587,18.000
-44.768,64.904,18.000
-44.005,65.216,18.000
-43.242,65.522,18.000
-42.479,65.824,18.000
-41.717,66.120,18.000
-40.954,66.411,18.000
-41.157,66.771,19.000
-41.512,67.141,19.000
-41.873,67.512,19.000
-42.231,67.883,19.000
-42.584,68.253,19.000
-42.934,68.623,19.000
-43.280,68.992,19.000
-43.621,69.361,19.000
-43.959,69.731,19.000
-44.292,70.100,19.000
-44.622,70.469,19.000
-44.947,70.838,19.000
-45.269,71.207,19.000
-45.639,71.302,20.000
-46.164,70.625,20.000
-46.666,69.923,20.000
-47.151,69.222,20.000
-47.620,68.522,20.000
-48.073,67.825,20.000
-48.509,67.130,20.000
-48.930,66.437,20.000
-49.335,65.746,20.000
-49.723,65.057,20.000
-50.096,64.371,20.000
-50.453,63.687,20.000
-50.793,63.005,20.000
-51.118,62.326,20.000
-51.478,62.270,21.000
-51.949,62.561,21.000
-52.398,62.877,21.000
-52.845,63.193,21.000
-53.289,63.508,21.000
-53.731,63.822,21.000
-54.172,64.135,21.000
-54.610,64.446,21.000
-55.047,64.757,21.000
-55.482,65.066,21.000
-55.916,65.375,21.000
-56.347,65.682,21.000
-56.777,65.989,21.000
-57.206,66.294,22.000
